;HT;Hmix;Hlocal;Hfeld;Hchave;Placa;codigo
2028;12.5;12.5;9.34;11.35;9.9;77.2;1501 A1_005BAR_77.2
2029;12;12;8.95;11;9.64;77.3;1501 A1_005BAR_77.3
2030;NA;9.44;9.44;11.43;9.96;78;1501 A1_005BAR_78
2031;14;14;13.19;15.28;12.8;79;1501 A1_005BAR_79
2032;NA;10.77;10.77;12.67;10.8;1;1503 A1_011BAR_1
2033;18;18;17.57;22.45;18.04;2;1503 A1_011BAR_2
2034;NA;13.58;13.58;15.76;13.06;3;1503 A1_011BAR_3
2035;NA;16.73;16.73;20.65;16.67;4;1503 A1_011BAR_4
2036;14;14;9.91;11.86;10.2;5;1503 A1_011BAR_5
2037;NA;12.52;12.52;14.5;12.14;6;1503 A1_011BAR_6
2038;19;19;16.46;20.13;16.28;7;1503 A1_011BAR_7
2039;NA;15.16;15.16;17.93;14.65;8;1503 A1_011BAR_8
2040;16.5;16.5;15.31;18.17;14.82;9.1;1503 A1_011BAR_9.1
2041;19;19;12.26;14.2;11.93;9.2;1503 A1_011BAR_9.2
2042;17;17;17.8;23;18.46;10;1503 A1_011BAR_10
2043;NA;17.76;17.76;22.91;18.39;11;1503 A1_011BAR_11
2044;22;22;18.96;26.33;21.14;13;1503 A1_011BAR_13
2045;NA;14.43;14.43;16.87;13.87;14.1;1503 A1_011BAR_14.1
2046;NA;12.26;12.26;14.2;11.93;14.2;1503 A1_011BAR_14.2
2047;NA;17.32;17.32;21.89;17.61;15;1503 A1_011BAR_15
2048;NA;12.77;12.77;14.78;12.35;16;1503 A1_011BAR_16
2049;NA;16.71;16.71;20.6;16.63;18;1503 A1_011BAR_18
2050;19;19;18.24;24.15;19.37;19;1503 A1_011BAR_19
2051;NA;6.39;6.39;8.88;7.97;20;1503 A1_011BAR_20
2052;NA;14.92;14.92;17.56;14.38;22;1503 A1_011BAR_22
2053;NA;18.82;18.82;25.86;20.75;23;1503 A1_011BAR_23
2054;NA;15.81;15.81;18.98;15.42;24;1503 A1_011BAR_24
2055;NA;13.42;13.42;15.55;12.91;25;1503 A1_011BAR_25
2056;NA;18.23;18.23;24.11;19.34;26;1503 A1_011BAR_26
2057;NA;16.76;16.76;20.7;16.71;27;1503 A1_011BAR_27
2058;20.5;20.5;17.35;21.94;17.64;28;1503 A1_011BAR_28
2059;20;20;16.52;20.23;16.36;29;1503 A1_011BAR_29
2060;12;12;11.01;12.91;10.98;30;1503 A1_011BAR_30
2061;NA;13.8;13.8;16.03;13.25;31;1503 A1_011BAR_31
2062;NA;17.15;17.15;21.5;17.31;32;1503 A1_011BAR_32
2063;NA;14.92;14.92;17.56;14.38;33;1503 A1_011BAR_33
2064;NA;16.07;16.07;19.43;15.75;34;1503 A1_011BAR_34
2065;NA;14;14;16.29;13.45;35;1503 A1_011BAR_35
2066;NA;17.72;17.72;22.82;18.32;36;1503 A1_011BAR_36
2067;NA;16.93;16.93;21.06;16.97;37;1503 A1_011BAR_37
2068;NA;14.29;14.29;16.68;13.73;38;1503 A1_011BAR_38
2069;NA;14.48;14.48;16.94;13.92;39;1503 A1_011BAR_39
2070;NA;17.26;17.26;21.75;17.5;40;1503 A1_011BAR_40
2071;NA;16.91;16.91;21.01;16.94;42;1503 A1_011BAR_42
2072;NA;17.47;17.47;22.22;17.86;43;1503 A1_011BAR_43
2073;NA;13.02;13.02;15.07;12.56;44;1503 A1_011BAR_44
2074;NA;17.32;17.32;21.89;17.61;45;1503 A1_011BAR_45
2075;NA;15.91;15.91;19.15;15.55;46;1503 A1_011BAR_46
2076;NA;17.53;17.53;22.36;17.97;47;1503 A1_011BAR_47
2077;NA;18.05;18.05;23.65;18.97;48;1503 A1_011BAR_48
2078;NA;15.24;15.24;18.05;14.73;49;1503 A1_011BAR_49
2079;NA;13.48;13.48;15.62;12.96;51;1503 A1_011BAR_51
2080;NA;12.45;12.45;14.42;12.09;52;1503 A1_011BAR_52
2081;NA;14.83;14.83;17.44;14.29;53;1503 A1_011BAR_53
2082;NA;15.08;15.08;17.81;14.56;54;1503 A1_011BAR_54
2083;NA;15.31;15.31;18.17;14.82;55;1503 A1_011BAR_55
2084;NA;12.39;12.39;14.35;12.03;56;1503 A1_011BAR_56
2085;12.5;12.5;15.71;18.81;15.29;57;1503 A1_011BAR_57
2086;22;22;18.13;23.86;19.14;58;1503 A1_011BAR_58
2087;NA;8.95;8.95;11;9.57;59;1503 A1_011BAR_59
2088;19;19;18.64;25.3;20.29;60;1503 A1_011BAR_60
2089;11;11;16.81;20.81;16.78;61;1503 A1_011BAR_61
2090;NA;15.46;15.46;18.4;15.63;1;1604 A1_1_1
2091;NA;7.9;7.9;10.11;9.28;2;1604 A1_1_2
2092;NA;10;10;11.94;10.7;3;1604 A1_1_3
2093;NA;13.69;13.69;15.89;13.71;4;1604 A1_1_4
2094;14;14;12.9;14.92;12.98;5;1604 A1_1_5
2095;NA;4.19;4.19;7.14;6.88;6;1604 A1_1_6
2096;9.75;9.75;7.9;10.11;9.28;7;1604 A1_1_7
2097;10;10;10.17;12.1;10.82;9;1604 A1_1_9
2098;11;11;11.62;13.53;11.91;10;1604 A1_1_10
2099;14;14;14.48;16.94;14.51;11;1604 A1_1_11
2100;NA;11.01;11.01;12.91;11.44;12;1604 A1_1_12
2101;NA;12.19;12.19;14.13;12.37;14.1;1604 A1_1_14.1
2102;NA;11.91;11.91;13.83;12.14;14.2;1604 A1_1_14.2
2103;NA;12.58;12.58;14.57;12.7;15;1604 A1_1_15
2104;NA;13.08;13.08;15.14;13.14;16;1604 A1_1_16
2105;NA;7.11;7.11;9.46;8.76;17;1604 A1_1_17
2106;NA;10.52;10.52;12.43;11.07;18;1604 A1_1_18
2107;NA;12.45;12.45;14.42;12.59;19;1604 A1_1_19
2108;NA;13.25;13.25;15.35;13.3;20;1604 A1_1_20
2109;13.5;13.5;14.2;16.55;14.21;21;1604 A1_1_21
2110;9.5;9.5;8.95;11;9.97;22;1604 A1_1_22
2111;15.75;15.75;9.72;11.69;10.5;23;1604 A1_1_23
2112;NA;14.43;14.43;16.87;14.46;24;1604 A1_1_24
2113;NA;16.41;16.41;20.02;16.88;25;1604 A1_1_25
2114;NA;15.24;15.24;18.05;15.35;26.1;1604 A1_1_26.1
2115;13.5;13.5;13.36;15.48;13.4;27;1604 A1_1_27
2116;15.25;15.25;15.43;18.34;15.58;28;1604 A1_1_28
2117;NA;17.26;17.26;21.75;18.23;29;1604 A1_1_29
2118;NA;10.35;10.35;12.27;10.95;30;1604 A1_1_30
2119;NA;15.88;15.88;19.09;16.16;31;1604 A1_1_31
2120;NA;11.17;11.17;13.07;11.56;32;1604 A1_1_32
2121;NA;14.79;14.79;17.38;14.84;33;1604 A1_1_33
2122;NA;14.83;14.83;17.44;14.89;34;1604 A1_1_34
2123;NA;14.79;14.79;17.38;14.84;35;1604 A1_1_35
2124;NA;14.83;14.83;17.44;14.89;36;1604 A1_1_36
2125;NA;14.61;14.61;17.13;14.65;37;1604 A1_1_37
2126;14.75;14.75;15.35;18.22;15.49;38;1604 A1_1_38
2127;14.5;14.5;14.66;17.19;14.7;39;1604 A1_1_39
2128;NA;11.62;11.62;13.53;11.91;40;1604 A1_1_40
2129;14.5;14.5;13.48;15.62;13.5;41;1604 A1_1_41
2130;NA;11.48;11.48;13.38;11.8;42;1604 A1_1_42
2131;10;10;10.93;12.83;11.38;43;1604 A1_1_43
2132;NA;11.4;11.4;13.3;11.74;44;1604 A1_1_44
2133;NA;9.34;9.34;11.35;10.24;45;1604 A1_1_45
2134;NA;6.51;6.51;8.98;8.38;46;1604 A1_1_46
2135;NA;13.25;13.25;15.35;13.3;47;1604 A1_1_47
2136;NA;11.62;11.62;13.53;11.91;48;1604 A1_1_48
2137;NA;15.24;15.24;18.05;15.35;49;1604 A1_1_49
2138;NA;14.39;14.39;16.81;14.41;50;1604 A1_1_50
2139;NA;14.15;14.15;16.49;14.16;51;1604 A1_1_51
2140;16.5;16.5;12.58;14.57;12.7;52;1604 A1_1_52
2141;13.25;13.25;13.53;15.69;13.56;53;1604 A1_1_53
2142;16.5;16.5;17.01;21.21;17.81;54;1604 A1_1_54
2143;NA;15.28;15.28;18.11;15.4;55;1604 A1_1_55
2144;NA;13.19;13.19;15.28;13.24;56;1604 A1_1_56
2145;NA;14.25;14.25;16.62;14.26;58;1604 A1_1_58
2146;NA;14.83;14.83;17.44;14.89;59;1604 A1_1_59
2147;NA;14;14;16.29;14.01;61;1604 A1_1_61
2148;NA;14.48;14.48;16.94;14.51;62;1604 A1_1_62
2149;NA;15.81;15.81;18.98;16.07;63;1604 A1_1_63
2150;NA;13.85;13.85;16.09;13.86;64;1604 A1_1_64
2151;NA;13.02;13.02;15.07;13.08;65;1604 A1_1_65
2152;NA;12.39;12.39;14.35;12.52;2;1604 A1_2_2
2153;12.5;12.5;11.48;13.38;11.78;3;1604 A1_2_3
2154;12.25;12.25;9.91;11.86;10.62;4;1604 A1_2_4
2155;NA;15.24;15.24;18.05;15.33;5;1604 A1_2_5
2156;NA;9.15;9.15;11.18;10.09;6;1604 A1_2_6
2157;NA;11.91;11.91;13.83;12.13;7;1604 A1_2_7
2158;NA;11.25;11.25;13.14;11.6;8;1604 A1_2_8
2159;NA;5.25;5.25;7.98;7.57;9;1604 A1_2_9
2160;NA;14.92;14.92;17.56;14.96;10;1604 A1_2_10
2161;NA;14.29;14.29;16.68;14.29;11;1604 A1_2_11
2162;NA;6.14;6.14;8.69;8.13;12;1604 A1_2_12
2163;NA;14.79;14.79;17.38;14.82;14;1604 A1_2_14
2164;NA;7.34;7.34;9.65;8.9;16;1604 A1_2_16
2165;NA;13.9;13.9;16.16;13.89;18;1604 A1_2_18
2166;15.5;15.5;16.6;20.39;17.14;20;1604 A1_2_20
2167;NA;14;14;16.29;13.99;21;1604 A1_2_21
2168;NA;12.71;12.71;14.71;12.79;22.1;1604 A1_2_22.1
2169;NA;10.52;10.52;12.43;11.06;22.2;1604 A1_2_22.2
2170;16.75;16.75;14.87;17.5;14.91;23;1604 A1_2_23
2171;16.5;16.5;14.48;16.94;14.48;24;1604 A1_2_24
2172;11.5;11.5;9.15;11.18;10.09;25;1604 A1_2_25
2173;NA;16.26;16.26;19.75;16.64;26;1604 A1_2_26
2174;NA;11.98;11.98;13.91;12.18;27;1604 A1_2_27
2175;NA;16.86;16.86;20.91;17.54;28;1604 A1_2_28
2176;NA;14.57;14.57;17.06;14.58;29;1604 A1_2_29
2177;13.5;13.5;14.43;16.87;14.43;30;1604 A1_2_30
2178;NA;13.74;13.74;15.96;13.74;31;1604 A1_2_31
2179;NA;15.43;15.43;18.34;15.56;32.1;1604 A1_2_32.1
2180;NA;8.85;8.85;10.92;9.89;32.2;1604 A1_2_32.2
2181;NA;10.93;10.93;12.83;11.36;33;1604 A1_2_33
2182;NA;10.17;10.17;12.1;10.81;34;1604 A1_2_34
2183;NA;14.66;14.66;17.19;14.68;35;1604 A1_2_35
2184;NA;12.58;12.58;14.57;12.68;36;1604 A1_2_36
2185;NA;15;15;17.68;15.05;37;1604 A1_2_37
2186;NA;9.91;9.91;11.86;10.62;38;1604 A1_2_38
2187;NA;18;18;23.52;19.63;39;1604 A1_2_39
2188;NA;6.26;6.26;8.79;8.21;40;1604 A1_2_40
2189;NA;14.61;14.61;17.13;14.63;41;1604 A1_2_41
2190;NA;8.85;8.85;10.92;9.89;42;1604 A1_2_42
2191;NA;8.85;8.85;10.92;9.89;43;1604 A1_2_43
2192;12.5;12.5;12.26;14.2;12.41;44;1604 A1_2_44
2193;13.75;13.75;14.79;17.38;14.82;45;1604 A1_2_45
2194;NA;4.32;4.32;7.25;6.96;46;1604 A1_2_46
2195;9.78;9.78;10.43;12.35;10.99;47;1604 A1_2_47
2196;14.5;14.5;11.32;13.22;11.66;48;1604 A1_2_48
2197;NA;15.39;15.39;18.28;15.51;49;1604 A1_2_49
2198;NA;12.71;12.71;14.71;12.79;50;1604 A1_2_50
2199;NA;14.34;14.34;16.75;14.34;51;1604 A1_2_51
2200;NA;8.65;8.65;10.74;9.75;52;1604 A1_2_52
2201;NA;14.43;14.43;16.87;14.43;53;1604 A1_2_53
2202;NA;10.17;10.17;12.1;10.81;54;1604 A1_2_54
2203;13.75;13.75;11.7;13.61;11.95;55;1604 A1_2_55
2204;NA;13.58;13.58;15.76;13.59;56;1604 A1_2_56
2205;NA;14.92;14.92;17.56;14.96;57;1604 A1_2_57
2206;NA;11.91;11.91;13.83;12.13;58.1;1604 A1_2_58.1
2207;NA;9.15;9.15;11.18;10.09;58.2;1604 A1_2_58.2
2208;NA;10.77;10.77;12.67;11.24;59;1604 A1_2_59
2209;15;15;15.91;19.15;16.17;60;1604 A1_2_60
2210;13;13;16.52;20.23;17.02;62;1604 A1_2_62
2211;11.5;11.5;11.55;13.45;11.84;63;1604 A1_2_63
2212;10.5;10.5;13.36;15.48;13.38;65;1604 A1_2_65
2213;NA;10.77;10.77;12.67;11.24;66;1604 A1_2_66
2214;11.5;11.5;14.39;16.81;14.39;67;1604 A1_2_67
2215;NA;9.54;9.54;11.52;10.41;1;1605 A1_1_1
2216;NA;8.44;8.44;10.56;9.66;2;1605 A1_1_2
2217;NA;11.09;11.09;12.99;11.54;5;1605 A1_1_5
2218;NA;15.04;15.04;17.74;15.18;6;1605 A1_1_6
2219;NA;11.91;11.91;13.83;12.19;7;1605 A1_1_7
2220;NA;10.69;10.69;12.59;11.24;9;1605 A1_1_9
2221;NA;5.12;5.12;7.88;7.52;10;1605 A1_1_10
2222;NA;15.39;15.39;18.28;15.59;11;1605 A1_1_11
2223;NA;10.52;10.52;12.43;11.11;12;1605 A1_1_12
2224;NA;13.02;13.02;15.07;13.13;13;1605 A1_1_13
2225;NA;8.44;8.44;10.56;9.66;14;1605 A1_1_14
2226;NA;11.84;11.84;13.76;12.13;15;1605 A1_1_15
2227;NA;13.42;13.42;15.55;13.5;16;1605 A1_1_16
2228;NA;8.95;8.95;11;10.01;17;1605 A1_1_17
2229;NA;15.46;15.46;18.4;15.68;18.1;1605 A1_1_18.1
2230;22;22;14.79;17.38;14.89;19;1605 A1_1_19
2231;NA;10.09;10.09;12.02;10.8;20;1605 A1_1_20
2232;NA;11.4;11.4;13.3;11.78;21;1605 A1_1_21
2233;14;14;13.02;15.07;13.13;22;1605 A1_1_22
2234;NA;8.33;8.33;10.47;9.59;23;1605 A1_1_23
2235;NA;4.32;4.32;7.25;7;24;1605 A1_1_24
2236;NA;14.39;14.39;16.81;14.46;25;1605 A1_1_25
2237;NA;4.46;4.46;7.35;7.09;26;1605 A1_1_26
2238;NA;8.23;8.23;10.38;9.52;27;1605 A1_1_27
2239;NA;5.89;5.89;8.49;8.02;28;1605 A1_1_28
2240;NA;8.01;8.01;10.2;9.38;30;1605 A1_1_30
2241;NA;14.2;14.2;16.55;14.26;31;1605 A1_1_31
2242;NA;15.85;15.85;19.03;16.17;33;1605 A1_1_33
2243;NA;16.32;16.32;19.86;16.81;35;1605 A1_1_35
2244;13.75;13.75;16.78;20.75;17.51;38;1605 A1_1_38
2245;NA;9.25;9.25;11.26;10.21;40;1605 A1_1_40
2246;9.75;9.75;6.75;9.17;8.57;41;1605 A1_1_41
2247;10.75;10.75;8.54;10.65;9.73;42;1605 A1_1_42
2248;13;13;13.95;16.22;14.01;43;1605 A1_1_43
2249;11;11;14.39;16.81;14.46;44;1605 A1_1_44
2250;11;11;10.35;12.27;10.99;45;1605 A1_1_45
2251;13.25;13.25;15.75;18.86;16.04;46;1605 A1_1_46
2252;16.5;16.5;14.66;17.19;14.75;47;1605 A1_1_47
2253;NA;13.08;13.08;15.14;13.18;48;1605 A1_1_48
2254;NA;4.59;4.59;7.46;7.18;49.1;1605 A1_1_49.1
2255;NA;13.13;13.13;15.21;13.24;51;1605 A1_1_51
2256;NA;15.12;15.12;17.87;15.27;52;1605 A1_1_52
2257;15.75;15.75;13.53;15.69;13.6;53;1605 A1_1_53
2258;11.5;11.5;13.25;15.35;13.34;54;1605 A1_1_54
2259;10.75;10.75;12.45;14.42;12.64;55;1605 A1_1_55
2260;NA;14;14;16.29;14.06;56;1605 A1_1_56
2261;15.25;15.25;14.25;16.62;14.31;57;1605 A1_1_57
2262;NA;12.26;12.26;14.2;12.47;58;1605 A1_1_58
2263;NA;11.55;11.55;13.45;11.9;59;1605 A1_1_59
2264;NA;17.32;17.32;21.89;18.41;61;1605 A1_1_61
2265;13;13;10.35;12.27;10.99;62;1605 A1_1_62
2266;13;13;9.44;11.43;10.34;63;1605 A1_1_63
2267;13;13;10.77;12.67;11.3;64;1605 A1_1_64
2268;NA;10.17;10.17;12.1;10.86;65;1605 A1_1_65
2269;16;16;13.74;15.96;13.81;67;1605 A1_1_67
2270;NA;12.77;12.77;14.78;12.91;68;1605 A1_1_68
2271;NA;8.12;8.12;10.29;9.45;69;1605 A1_1_69
2272;NA;8.95;8.95;11;10.01;70;1605 A1_1_70
2273;NA;15.85;15.85;19.03;16.17;72;1605 A1_1_72
2274;11.5;11.5;11.55;13.45;11.87;1;1605 A1_2_1
2275;NA;11.55;11.55;13.45;11.87;3;1605 A1_2_3
2276;10.5;10.5;11.7;13.61;11.99;4;1605 A1_2_4
2277;NA;9.81;9.81;11.77;10.59;5;1605 A1_2_5
2278;19;19;18.07;23.69;19.83;6;1605 A1_2_6
2279;NA;5.25;5.25;7.98;7.59;7;1605 A1_2_7
2280;13.5;13.5;11.7;13.61;11.99;9;1605 A1_2_9
2281;15;15;11.01;12.91;11.46;10;1605 A1_2_10
2282;NA;10.35;10.35;12.27;10.97;11;1605 A1_2_11
2283;NA;10.35;10.35;12.27;10.97;12;1605 A1_2_12
2284;12;12;11.84;13.76;12.11;13;1605 A1_2_13
2285;NA;8.33;8.33;10.47;9.58;14;1605 A1_2_14
2286;10.5;10.5;4.46;7.35;7.07;15;1605 A1_2_15
2287;13;13;14.25;16.62;14.28;16;1605 A1_2_16
2288;NA;9.91;9.91;11.86;10.65;17;1605 A1_2_17
2289;NA;8.23;8.23;10.38;9.51;18.1;1605 A1_2_18.1
2290;NA;5.51;5.51;8.19;7.76;18.2;1605 A1_2_18.2
2291;NA;10.17;10.17;12.1;10.84;19;1605 A1_2_19
2292;17;17;17.53;22.36;18.75;21;1605 A1_2_21
2293;15;15;16.81;20.81;17.52;22;1605 A1_2_22
2294;NA;7.11;7.11;9.46;8.78;23;1605 A1_2_23
2295;NA;15.95;15.95;19.2;16.27;25;1605 A1_2_25
2296;14;14;13.08;15.14;13.16;26;1605 A1_2_26
2297;13;13;11.25;13.14;11.64;27;1605 A1_2_27
2298;17;17;15.64;18.69;15.87;28;1605 A1_2_28
2299;NA;4.86;4.86;7.67;7.33;29;1605 A1_2_29
2300;17;17;16.55;20.29;17.11;30;1605 A1_2_30
2301;14.5;14.5;17.1;21.41;17.99;31;1605 A1_2_31
2302;17;17;16.43;20.08;16.95;34;1605 A1_2_34
2303;NA;11.25;11.25;13.14;11.64;35;1605 A1_2_35
2304;11;11;12.52;14.5;12.67;37;1605 A1_2_37
2305;NA;6.51;6.51;8.98;8.4;38;1605 A1_2_38
2306;16;16;14.7;17.25;14.77;39;1605 A1_2_39
2307;NA;14.79;14.79;17.38;14.86;40;1605 A1_2_40
2308;NA;11.84;11.84;13.76;12.11;41;1605 A1_2_41
2309;NA;8.85;8.85;10.92;9.92;42;1605 A1_2_42
2310;NA;7.57;7.57;9.84;9.07;43;1605 A1_2_43
2311;NA;7.9;7.9;10.11;9.29;44;1605 A1_2_44
2312;NA;13.25;13.25;15.35;13.32;45;1605 A1_2_45
2313;NA;13.13;13.13;15.21;13.21;46;1605 A1_2_46
2314;NA;11.91;11.91;13.83;12.16;47;1605 A1_2_47
2315;NA;9.63;9.63;11.6;10.46;48;1605 A1_2_48
2316;NA;11.25;11.25;13.14;11.64;49.1;1605 A1_2_49.1
2317;NA;11.17;11.17;13.07;11.58;49.2;1605 A1_2_49.2
2318;6.5;6.5;5.51;8.19;7.76;50;1605 A1_2_50
2319;NA;10.93;10.93;12.83;11.4;52;1605 A1_2_52
2320;NA;12.58;12.58;14.57;12.72;53;1605 A1_2_53
2321;NA;11.01;11.01;12.91;11.46;54;1605 A1_2_54
2322;NA;12.26;12.26;14.2;12.45;56;1605 A1_2_56
2323;NA;13.69;13.69;15.89;13.73;57;1605 A1_2_57
2324;NA;5.64;5.64;8.29;7.84;58;1605 A1_2_58
2325;NA;9.15;9.15;11.18;10.12;61;1605 A1_2_61
2326;NA;12.45;12.45;14.42;12.61;62;1605 A1_2_62
2327;NA;9.91;9.91;11.86;10.65;64;1605 A1_2_64
2328;NA;8.95;8.95;11;9.99;66;1605 A1_2_66
2329;NA;18.7;18.7;25.49;21.34;68;1605 A1_2_68
2330;NA;12.58;12.58;14.57;12.72;69;1605 A1_2_69
2331;NA;5.51;5.51;8.19;7.76;70;1605 A1_2_70
2332;NA;15.57;15.57;18.58;15.78;71;1605 A1_2_71
2333;18;18;16.49;20.18;17.03;72;1605 A1_2_72
2334;17.5;17.5;18.37;24.52;20.52;73;1605 A1_2_73
2335;NA;7.68;7.68;9.93;9.15;75;1605 A1_2_75
2336;13.5;13.5;10.93;12.83;11.4;76;1605 A1_2_76
2337;NA;10.6;10.6;12.51;11.15;77;1605 A1_2_77
2338;14.5;14.5;13.36;15.48;13.42;78;1605 A1_2_78
2339;18.75;18.75;15.12;17.87;16.13;1;1609 A1_040SEL_1
2340;16.75;16.75;17.24;21.7;19.29;2;1609 A1_040SEL_2
2341;10;10;15;17.68;15.98;4;1609 A1_040SEL_4
2342;NA;15.68;15.68;18.75;16.85;7;1609 A1_040SEL_7
2343;NA;11.91;11.91;13.83;12.87;8;1609 A1_040SEL_8
2344;12.5;12.5;16.46;20.13;17.98;12;1609 A1_040SEL_12
2345;NA;13.08;13.08;15.14;13.93;13;1609 A1_040SEL_13
2346;NA;15.5;15.5;18.46;16.61;15;1609 A1_040SEL_15
2347;NA;16.81;16.81;20.81;18.54;17;1609 A1_040SEL_17
2348;18;18;15.5;18.46;16.61;18;1609 A1_040SEL_18
2349;NA;15.46;15.46;18.4;16.56;19;1609 A1_040SEL_19
2350;13;13;14.61;17.13;15.53;22;1609 A1_040SEL_22
2351;17;17;14.34;16.75;15.22;25;1609 A1_040SEL_25
2352;NA;15.46;15.46;18.4;16.56;26;1609 A1_040SEL_26
2353;12;12;16.23;19.7;17.63;29;1609 A1_040SEL_29
2354;NA;14.34;14.34;16.75;15.22;31;1609 A1_040SEL_31
2355;NA;16.46;16.46;20.13;17.98;33;1609 A1_040SEL_33
2356;NA;16.6;16.6;20.39;18.2;34;1609 A1_040SEL_34
2357;18.35;18.35;16.71;20.6;18.37;36;1609 A1_040SEL_36
2358;18.5;18.5;17.05;21.31;18.96;38;1609 A1_040SEL_38
2359;16;16;17.49;22.27;19.77;42;1609 A1_040SEL_42
2360;NA;13.85;13.85;16.09;14.7;43;1609 A1_040SEL_43
2361;NA;14.66;14.66;17.19;15.58;44;1609 A1_040SEL_44
2362;14;14;12.77;14.78;13.64;45;1609 A1_040SEL_45
2363;10.5;10.5;14.25;16.62;15.12;46;1609 A1_040SEL_46
2364;NA;15.43;15.43;18.34;16.52;49;1609 A1_040SEL_49
2365;NA;11.84;11.84;13.76;12.81;50;1609 A1_040SEL_50
2366;NA;17.32;17.32;21.89;19.45;53;1609 A1_040SEL_53
2367;NA;13.64;13.64;15.82;14.48;54;1609 A1_040SEL_54
2368;NA;13.8;13.8;16.03;14.64;55;1609 A1_040SEL_55
2369;NA;14.48;14.48;16.94;15.38;57;1609 A1_040SEL_57
2370;NA;13.13;13.13;15.21;13.98;62;1609 A1_040SEL_62
2371;NA;15.68;15.68;18.75;16.85;65;1609 A1_040SEL_65
2372;NA;14.92;14.92;17.56;15.88;66;1609 A1_040SEL_66
2373;NA;16.26;16.26;19.75;17.67;67;1609 A1_040SEL_67
2374;NA;14.61;14.61;17.13;15.53;68;1609 A1_040SEL_68
2375;NA;12.77;12.77;14.78;13.64;70;1609 A1_040SEL_70
2376;12.75;12.75;17.28;21.79;21.17;1;1612 A1_031SEL_1
2377;6;6;13.8;16.03;16;2;1612 A1_031SEL_2
2378;11.5;11.5;17.72;22.82;22.12;3;1612 A1_031SEL_3
2379;NA;17.49;17.49;22.27;21.61;4;1612 A1_031SEL_4
2380;NA;15.12;15.12;17.87;17.63;5;1612 A1_031SEL_5
2381;NA;15.95;15.95;19.2;18.82;6;1612 A1_031SEL_6
2382;NA;15.5;15.5;18.46;18.16;7;1612 A1_031SEL_7
2383;NA;12.58;12.58;14.57;14.72;8;1612 A1_031SEL_8
2384;18.25;18.25;17.97;23.43;22.7;9;1612 A1_031SEL_9
2385;10;10;9.91;11.86;12.32;10;1612 A1_031SEL_10
2386;NA;15;15;17.68;17.47;11;1612 A1_031SEL_11
2387;NA;15.68;15.68;18.75;18.42;12;1612 A1_031SEL_12
2388;7;7;5.25;7.98;8.78;13;1612 A1_031SEL_13
2389;11;11;15.31;18.17;17.9;14;1612 A1_031SEL_14
2390;NA;14.1;14.1;16.42;16.35;15;1612 A1_031SEL_15
2391;NA;15.12;15.12;17.87;17.63;16;1612 A1_031SEL_16
2392;11.25;11.25;13.64;15.82;15.83;17;1612 A1_031SEL_17
2393;NA;17.83;17.83;23.08;22.37;18;1612 A1_031SEL_18
2394;NA;14.96;14.96;17.62;17.41;19;1612 A1_031SEL_19
2395;NA;16.46;16.46;20.13;19.65;20;1612 A1_031SEL_20
